"Participant","Group","Line","Speaker","Word","AudioFile"
"P62","Group2",24,"I","We could do a trial run of our presentation.","I_24.wav"
"P62","Group2",25,"P","Good idea, I can set up the projector and slides.","P_25.wav"
"P62","Group2",26,"SA","I’ll take photos of the draft materials for reference.","SA_26.wav"
"P62","Group2",27,"I","And who will manage social media updates?","I_27.wav"
"P62","Group2",28,"P","No problem, I can schedule posts.","P_28.wav"
"P62","Group2",29,"SA","Perfect, I’ll prepare a short summary for the stakeholders.","SA_29.wav"
"P62","Group2",30,"I","Very well. We’ll meet on Thursday to review everything.","I_30.wav"
"P63","Group2",1,"I","Hello! We need to make progress on our recycling awareness project. Who starts with what?","I_1.wav"
"P63","Group2",2,"P","I can research local recycling statistics.","P_2.wav"
"P63","Group2",3,"SA","Perfect, I’ll outline the project timeline.","SA_3.wav"
"P63","Group2",4,"I","And what about the graphic design?","I_4.wav"
"P63","Group2",5,"P","I will create the main visual concept.","P_5.wav"
"P63","Group2",6,"SA","Great. I can suggest color palettes for the posters.","SA_6.wav"
"P63","Group2",7,"I","Who wants to take care of the texts?","I_7.wav"
"P63","Group2",8,"P","I’ll write short educational blurbs.","P_8.wav"
"P63","Group2",9,"SA","Very well, I’ll draft a few catchy headings.","SA_9.wav"
"P63","Group2",10,"I","We should set a first meeting to review everything.","I_10.wav"
"P63","Group2",11,"P","Yes, I’ll book a conference room.","P_11.wav"
"P63","Group2",12,"SA","I’ll prepare a list of necessary materials.","SA_12.wav"
"P63","Group2",13,"I","Alice can create initial sketches for the illustrations.","I_13.wav"
"P63","Group2",14,"P","Great, thanks! I’ll make a mood board to inspire the team.","P_14.wav"
"P63","Group2",15,"SA","Who wants to propose a slogan for the campaign?","SA_15.wav"
"P63","Group2",16,"I","I can brainstorm some ideas.","I_16.wav"
"P63","Group2",17,"P","I’ll list potential taglines for social media.","P_17.wav"
"P63","Group2",18,"SA","And what about flyers and distribution?","SA_18.wav"
"P63","Group2",19,"I","I can organize locations for poster placement.","I_19.wav"
"P63","Group2",20,"P","I’ll design a template for the newsletter.","P_20.wav"
"P63","Group2",21,"SA","Remember to document progress for the report.","SA_21.wav"
"P63","Group2",22,"I","Yes, I’ll keep track of all sources.","I_22.wav"
"P63","Group2",23,"P","I’ll compile feedback from team members.","P_23.wav"
"P63","Group2",24,"SA","We could do a trial run of our presentation.","SA_24.wav"
"P63","Group2",25,"I","Good idea, I can set up the projector and slides.","I_25.wav"
"P63","Group2",26,"P","I’ll take photos of the draft materials for reference.","P_26.wav"
"P63","Group2",27,"SA","And who will manage social media updates?","SA_27.wav"
"P63","Group2",28,"I","No problem, I can schedule posts.","I_28.wav"
"P63","Group2",29,"P","Perfect, I’ll prepare a short summary for the stakeholders.","P_29.wav"
"P63","Group2",30,"SA","Very well. We’ll meet on Thursday to review everything.","SA_30.wav"
"P64","Group2",1,"I","Hello! We need to make progress on our recycling awareness project. Who starts with what?","I_1.wav"
"P64","Group2",2,"P","I can research local recycling statistics.","P_2.wav"
"P64","Group2",3,"SA","Perfect, I’ll outline the project timeline.","SA_3.wav"
"P64","Group2",4,"I","And what about the graphic design?","I_4.wav"
"P64","Group2",5,"P","I will create the main visual concept.","P_5.wav"
"P64","Group2",6,"SA","Great. I can suggest color palettes for the posters.","SA_6.wav"
"P64","Group2",7,"I","Who wants to take care of the texts?","I_7.wav"
"P64","Group2",8,"P","I’ll write short educational blurbs.","P_8.wav"
"P64","Group2",9,"SA","Very well, I’ll draft a few catchy headings.","SA_9.wav"
"P64","Group2",10,"I","We should set a first meeting to review everything.","I_10.wav"
"P64","Group2",11,"P","Yes, I’ll book a conference room.","P_11.wav"
"P64","Group2",12,"SA","I’ll prepare a list of necessary materials.","SA_12.wav"
"P64","Group2",13,"I","Alice can create initial sketches for the illustrations.","I_13.wav"
"P64","Group2",14,"P","Great, thanks! I’ll make a mood board to inspire the team.","P_14.wav"
"P64","Group2",15,"SA","Who wants to propose a slogan for the campaign?","SA_15.wav"
"P64","Group2",16,"I","I can brainstorm some ideas.","I_16.wav"
"P64","Group2",17,"P","I’ll list potential taglines for social media.","P_17.wav"
"P64","Group2",18,"SA","And what about flyers and distribution?","SA_18.wav"
"P64","Group2",19,"I","I can organize locations for poster placement.","I_19.wav"
"P64","Group2",20,"P","I’ll design a template for the newsletter.","P_20.wav"
"P64","Group2",21,"SA","Remember to document progress for the report.","SA_21.wav"
"P64","Group2",22,"I","Yes, I’ll keep track of all sources.","I_22.wav"
"P64","Group2",23,"P","I’ll compile feedback from team members.","P_23.wav"
"P64","Group2",24,"SA","We could do a trial run of our presentation.","SA_24.wav"
"P64","Group2",25,"I","Good idea, I can set up the projector and slides.","I_25.wav"
"P64","Group2",26,"P","I’ll take photos of the draft materials for reference.","P_26.wav"
"P64","Group2",27,"SA","And who will manage social media updates?","SA_27.wav"
"P64","Group2",28,"I","No problem, I can schedule posts.","I_28.wav"
"P64","Group2",29,"P","Perfect, I’ll prepare a short summary for the stakeholders.","P_29.wav"
"P64","Group2",30,"SA","Very well. We’ll meet on Thursday to review everything.","SA_30.wav"
